data/new_image/d52f52b895f03a214a3a077acd253066.png,148,156,173,181,1
data/new_image/b1c70866140df8f56041992a378f3ec1.png,472,480,268,276,1
data/new_image/eea8fa084f294d140b77feb29de866ba.png,143,151,25,33,1
data/new_image/2cd0151b158cbbf32b909b364037ccfd.png,378,386,221,229,1
data/new_image/cc1d30b6c8e1f3c3c6b41b049791c96b.png,155,163,184,192,1
data/new_image/729d4865e77df8bcec6c264e62ae2b58.png,24,32,228,236,1
data/new_image/e1a55e03ca2e38286f0a5c7703bbf6fd.png,17,25,11,19,1
data/new_image/0b1685708bdf8bf82f1ffce8705b109b.png,129,137,105,113,1
data/new_image/83b11d32d70059a909ba19724dfb3781.png,93,101,286,294,1
data/new_image/854abd1898566bf92ce716b4d597b895.png,412,420,77,85,1
data/new_image/8c52fad51d9e9abf96ab62883856abb3.png,265,273,241,249,1
data/new_image/ba10ad9bfa65b5bb5d2e98406a3a9008.png,262,270,160,168,1
data/new_image/c3f513f079d13cdd8779372cf3c79996.png,161,169,132,140,1
data/new_image/b92afeb2882c392461a392286477a7ab.png,90,98,67,75,1
data/new_image/a4d218985b0aee66e9aa94cb99207414.png,205,213,189,197,1
data/new_image/6f5d5bc5de1e0a8514cb22db0771e7fa.png,157,165,166,174,1
data/new_image/d0b7f0c6b30944979589c40bd25adc7c.png,29,37,65,73,1
data/new_image/01abfe5127ca56e228b5c296f08aed8d.png,193,201,324,332,1
data/new_image/30623beef796ce1ad04289592ec60c65.png,214,222,63,71,1
data/new_image/cfd7249b14b8015977e4b2f2dd4eb775.png,306,314,231,239,1
data/new_image/ff166e6e5c383efec5c31e68bd2b9a6a.png,44,52,262,270,1
data/new_image/fb722eb44a70847d16d96ffe1872826f.png,93,101,245,253,1
data/new_image/c68df84a2c5196f02ac88eb98f43b119.png,88,96,165,173,1
data/new_image/2e0c8eda41e7a3ee38b54c4b231111cf.png,67,75,255,263,1
data/new_image/61c3fabcc7719c011fd24ec929c5c4a3.png,323,331,109,117,1
data/new_image/6adefacb3cf186763424031115c63c60.png,172,180,142,150,1
data/new_image/eb8068e7e8692503e9d1419a05fc9451.png,13,21,91,99,1
data/new_image/492c43e3ccf906a1706e997822ac83d4.png,196,204,35,43,1
data/new_image/6c22ca720434bd70fb56930d0a7cd69f.png,158,166,328,336,1
data/new_image/f92b3ad3f76afc1116c4204605f76647.png,48,56,72,80,1
data/new_image/0456138fcf1cc0fcf50f390b60b62a79.png,160,168,162,170,1
data/new_image/2a4e1b6a1f93a6b1e8653fe4f7b9d3e2.png,206,214,45,53,1
data/new_image/b6bf9e843777fc00048785d5babce87e.png,19,27,0,8,1
data/new_image/7da90a380753679c2d6b615585ce71ef.png,22,30,241,249,1
data/new_image/f58cc641c4c03467669d3ec97fc97198.png,63,71,346,354,1
data/new_image/0475b8ce30bc83e61246407e2ed99582.png,157,165,94,102,1
data/new_image/87d7d5011101f4ff56244013bffde4e0.png,126,134,100,108,1
data/new_image/f27a4438bc9699a73ac2bcd98d52bd8a.png,240,248,230,238,1
data/new_image/758f85dfe094ed519a787de9449a55ae.png,108,116,168,176,1
data/new_image/611546186ed4d6dce8fde04a428cf761.png,0,8,321,329,1
data/new_image/c2ef2b49cd4b7843ecdde57f8bce41fa.png,174,182,193,201,1
data/new_image/fffbc65cff7705cc5bca00328d92c004.png,184,192,68,76,1
data/new_image/345f46e9508e175cb65948c0ec8627f7.png,160,168,233,241,1
data/new_image/e5982c660b6aa31b4f32acda15f16dcd.png,57,65,164,172,1
data/new_image/5537748ca16143250fc2add5bf928df5.png,84,92,147,155,1
data/new_image/c5c6dbff2ac690222ce1c6cc0f9d5272.png,159,167,19,27,1
data/new_image/91410741acc1788ea2248a74d9320bc6.png,152,160,228,236,1
data/new_image/0d0d8647b69ffc5ae5ddf3fa96f3173f.png,149,157,193,201,1
data/new_image/65b42abe0ed718558d2a55c8cced8d63.png,215,223,332,340,1
data/new_image/ec7647dead2bbdc67018dfbe5387f264.png,76,84,114,122,1
data/new_image/af99ade93f9e9c47a3396c62f6f2fb17.png,46,54,85,93,1
data/new_image/6b46a41a8bdb81b7246aabf3b64001b5.png,258,266,303,311,1
data/new_image/832a11a392ad8dfc4cc2f7f6a50647c1.png,93,101,118,126,1
data/new_image/08ea7a0e2912916b3f16184d23ba29b0.png,17,25,149,157,1
data/new_image/15fda129efc5eb55488c8628d704ef58.png,114,122,258,266,1
data/new_image/c75de8867054dac92179f712a971ad85.png,51,59,145,153,1
data/new_image/58389144f8709be88453ec45dcec20fc.png,139,147,264,272,1
data/new_image/6d995b0b66331380cabe789a8511e121.png,54,62,135,143,1
data/new_image/78a44f948b616051b78a96446673284f.png,234,242,224,232,1
data/new_image/71853154f2397ab0c95a475dfbf40fe3.png,233,241,361,369,1
data/new_image/9e680597cc0e6f61543a98af21c6a2cb.png,253,261,44,52,1
data/new_image/bb4c59b204f73884d4df6d00d70642e5.png,108,116,213,221,1
data/new_image/fcfeb02f927482cc9f529fa02d587625.png,223,231,284,292,1
data/new_image/7cef80d72afe744e02fb45f64b57b9de.png,156,164,154,162,1
data/new_image/ac355a45cd25780fae1ea4cd4ffe7ba3.png,249,257,150,158,1
data/new_image/628f5067e0954f279ce6e0ccc3bef30e.png,224,232,18,26,1
data/new_image/773b0ba9ca28ebade8083f10ec810890.png,71,79,111,119,1
data/new_image/f06c7590d1e180fb3a87034292824505.png,17,25,146,154,1
data/new_image/fe7ea24787166454800b945d75c8bdb4.png,32,40,70,78,1
data/new_image/faca161bab38c3acfe91d17e4a20d027.png,169,177,298,306,1
data/new_image/52dcdf73e18c5d10e81e3659eacbf50b.png,185,193,21,29,1
data/new_image/a20f2d5f7b8fda753ab6940eb9644b6a.png,118,126,258,266,1
data/new_image/9fd6b710cd701d48c1d16f8833321402.png,56,64,94,102,1
data/new_image/9a5f8f981229321a024c73629e5f0522.png,42,50,76,84,1
data/new_image/d5e156a164625141aee0085a8ca4f2c0.png,43,51,103,111,1
data/new_image/b8584d4f5808895029c77296d6639da8.png,194,202,156,164,1
